elapsed_seconds,interval_ns,ipc_cv_pct,ipc_mean,kernel_ref,n_windows_ok,n_windows_total,perf_running_ratio_min,postprocess_error,push_retries,quality_json,repetition,samples_collected,sampling_interval_cv_pct,sampling_interval_mean_ns,success,wall_seconds
25.327608049847186,500000,,,npb_bt,0,50284,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 160, ""no_freq_reading"": 50123}",1,50284,0.100755,500001,True,25.333390104584396
25.276052705012262,500000,,,npb_bt,0,50210,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 160, ""no_freq_reading"": 50049}",2,50210,0.0972045,500001,True,25.27962385583669
25.225345802493393,500000,,,npb_bt,0,50062,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 160, ""no_freq_reading"": 49901}",3,50062,3.30927,500001,True,25.228069030679762
1.0191257651895285,500000,,,npb_mg,0,1896,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 600, ""no_freq_reading"": 1295}",1,1896,0.28019,500028,True,1.0244547966867685
1.019736391492188,500000,,,npb_mg,0,1880,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 600, ""no_freq_reading"": 1279}",2,1880,0.282777,500028,True,1.0223296908661723
1.018686975352466,500000,,,npb_mg,0,1864,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 600, ""no_freq_reading"": 1263}",3,1864,0.283468,500028,True,1.0208986178040504
6.83240338601172,500000,,,npb_cg,0,13458,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 140, ""no_freq_reading"": 13317}",1,13458,0.153093,500004,True,6.835096651688218
6.931697780266404,500000,,,npb_cg,0,13599,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 140, ""no_freq_reading"": 13458}",2,13599,8.44784,500004,True,6.934701966121793
6.833303598687053,500000,,,npb_cg,0,13451,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 140, ""no_freq_reading"": 13310}",3,13451,0.147327,500004,True,6.83637632522732
17.456653186120093,500000,,,npb_sp,0,34664,1,,0,"{""first_sample_no_delta"": 1, ""warmup_excluded"": 1000, ""no_freq_reading"": 33663}",1,34664,0.135776,500002,True,17.459673007950187
